ticker,estrategia,date,price,action,signal_compra,signal_venta,had_position,entry_price,stop_loss,take_profit,trailing,reason,regime,mode,RSI,MACD,MACD_SIGNAL,ADX,PLUS_DI,MINUS_DI,ATR,STOCH_K,STOCH_D,REL_VOL,EMA20,EMA50,EMA200
AAPL,trend_follower,2023-10-11,177.4007,hold,False,True,False,,,,,Máximo pivote descendente (reversión de estructura),range,,56.7023,-0.4158,-1.4507,20.4228,21.331,19.6444,3.2734,94.2407,87.0816,0.8287,173.9612,175.9345,169.0383
AAPL,trend_follower,2023-10-12,178.2985,hold,False,True,False,,,,,Máximo pivote descendente (reversión de estructura),range,,58.3932,-0.0377,-1.1681,20.1038,25.1778,18.2482,3.2722,92.5087,91.676,0.9925,174.3743,176.0272,169.1305
AAPL,trend_follower,2023-10-13,176.4633,hold,False,True,False,,,,,Máximo pivote descendente (reversión de estructura),range,,53.7709,0.1125,-0.912,19.4277,23.1433,18.6925,3.3056,88.2695,91.6729,0.9474,174.5733,176.0443,169.2034
AAPL,trend_follower,2023-10-16,176.3351,hold,False,True,False,,,,,Máximo pivote descendente (reversión de estructura),range,,53.4524,0.2186,-0.6859,18.151,21.8537,21.1849,3.2506,80.2083,86.9955,0.9808,174.741,176.0557,169.2744
AAPL,trend_follower,2023-10-17,174.786,hold,False,True,False,,,,,Máximo pivote descendente (reversión de estructura),range,,49.6294,0.1758,-0.5135,17.3593,20.0213,23.0664,3.2946,72.1466,80.2081,1.0691,174.7453,176.0059,169.3292
AAPL,trend_follower,2023-10-18,173.4935,hold,False,True,False,,,,,Máximo pivote descendente (reversión de estructura),range,,46.6325,0.0371,-0.4034,16.6242,18.9434,21.8245,3.2334,61.9942,71.4497,1.0208,174.6261,175.9074,169.3707
AAPL,trend_follower,2023-10-19,173.1186,hold,False,True,False,,,,,ADX < 20 (pérdida de tendencia),range,,45.7691,-0.1019,-0.3431,15.8287,18.4085,20.5465,3.1892,50.2843,61.4751,1.1094,174.4825,175.798,169.4079
AAPL,trend_follower,2023-10-20,170.573,hold,False,True,False,,,,,MACD bajo señal y precio bajo EMA20,range,,40.3117,-0.4127,-0.357,16.0001,17.2508,24.9412,3.1601,34.6643,48.981,1.1935,174.1102,175.5931,169.4195
AAPL,trend_follower,2023-10-23,170.6914,hold,False,True,False,,,,,ADX < 20 (pérdida de tendencia),range,,40.6661,-0.6421,-0.4141,16.9397,15.7113,28.6431,3.2219,27.6325,37.5271,1.0306,173.7846,175.4009,169.4322
AAPL,trend_follower,2023-10-24,171.1255,hold,False,True,False,,,,,ADX < 20 (pérdida de tendencia),range,,42.0252,-0.7798,-0.4872,17.8123,14.9305,27.2196,3.1483,23.6345,28.6438,0.8224,173.5313,175.2332,169.449
AAPL,trend_follower,2023-10-25,168.8167,hold,False,True,False,,,,,ADX < 20 (pérdida de tendencia),range,,37.1513,-1.0631,-0.6024,18.8439,13.9896,27.3113,3.12,20.8165,24.0278,1.0827,173.0823,174.9816,169.4428
AAPL,trend_follower,2023-10-26,164.6629,hold,False,True,False,,,,,Cierre bajo EMA50,range,,30.3348,-1.6042,-0.8027,20.8993,12.2834,34.6172,3.2996,15.01,19.8203,1.3199,172.2805,174.5769,169.3952
AAPL,trend_follower,2023-10-27,165.9751,hold,False,True,False,,,,,Cierre bajo EMA50,range,,34.4279,-1.9052,-1.0232,22.8079,11.7097,33.0003,3.214,10.6811,15.5025,1.0865,171.68,174.2396,169.3612
AAPL,trend_follower,2023-10-30,168.0175,hold,False,True,False,,,,,Cierre bajo EMA50,range,,40.3066,-1.9564,-1.2099,23.478,15.826,30.8512,3.1923,16.7766,14.1559,0.9506,171.3312,173.9956,169.3478
